code,current_name,rubric,conf,from_web_override
10231,Туалетная вода soul,Парфюмерия,,False
10919,Мужская туалетная вода ascendant,Парфюмерия,,False
11037,Туалетная вода ascendant (пробник),Парфюмерия,,False
111249,Фильтр для воды,Товары для дома и подарки,high,True
11355,Туалетная вода divine,Парфюмерия,,False
11365,Парфюмерная вода amber elixir,Парфюмерия,,False
11367,Парфюмерная вода amber elixir,Парфюмерия,,False
114186,"Набор "" Восстановление упругости """,Наборы,,False
114784,"Набор "" Нежность """,Наборы,,False
115329,Набор для ухода за руками,Наборы,,False
115518,"Набор "" Эластичность+ """,Наборы,,False
115520,"Набор "" Эксперт - здоровое сияние """,Наборы,,False
115521,"Набор "" Эксперт - восстановление """,Наборы,,False
115537,Парфюмерный набор power woman,Наборы,,False
115538,Набор volare,Наборы,,False
115539,Набор eclat homme,Наборы,,False
115540,"Набор "" Восстановление упругости """,Наборы,,False
115541,Набор the one,Наборы,,False
115542,"Набор для укрепления волос "" Эксперт - красота и сила """,Наборы,,False
115543,"Набор "" Норд """,Наборы,,False
115544,"Набор "" Активный кислород """,Наборы,,False
115839,"Набор для волос "" Молоко и мёд - золотая серия """,Наборы,,False
115936,"Набор "" Эластичность + """,Наборы,,False
115937,"Набор "" Человек-паук """,Наборы,,False
115938,"Набор "" Холодное сердце """,Наборы,,False
116395,Набор giordani gold,Наборы,,False
116396,Парфюмерный набор divine,Наборы,,False
116397,Парфюмерный набор eclat homme,Наборы,,False
116398,Парфюмерный набор eclat femme,Наборы,,False
116399,"Набор "" Свежесть исландии """,Наборы,,False
116400,"Набор "" Бразильское приключение """,Наборы,,False
116401,"Набор "" Пляжи майами """,Наборы,,False
116402,"Набор для ног "" Актив-уход """,Наборы,,False
116403,"Набор "" Яблоко и корица """,Наборы,,False
116404,Набор для ногтей the one,Наборы,,False
116406,Набор для губ и ресниц the one,Наборы,,False
116408,"Набор для умывания "" Чайное дерево """,Наборы,,False
116409,"Набор "" Люцерна """,Наборы,,False
116410,"Набор "" Бузина и яблоко """,Наборы,,False
116411,"Набор "" Малина и мята """,Наборы,,False
116412,"Набор "" Ананас и шалфей """,Наборы,,False
116413,"Набор "" Эксперт - здоровое сияние """,Наборы,,False
116414,"Набор "" Эксперт - баланс """,Наборы,,False
116415,Парфюмерный набор paradise,Наборы,,False
116417,"Набор "" Оптифреш """,Наборы,,False
116418,Набор ascendant,Наборы,,False
116419,Набор s8 night,Наборы,,False
116420,Парфюмерный набор possess,Наборы,,False
116750,Набор «шведский spa-салон»,Наборы,,False
116866,"Набор "" Защита и осветление """,Наборы,,False
116867,Прафюмерный набор giordani gold originale,Наборы,,False
116868,"Набор для лица "" Молоко и мёд - золотая серия """,Наборы,,False
116869,"Набор "" Новая мечта """,Наборы,,False
117267,"Набор "" Весенний букет """,Наборы,,False
117268,Набор lucia,Наборы,,False
117269,Набор eclat femme,Наборы,,False
117278,Набор possess,Наборы,,False
117279,Набор the one,Наборы,,False
117280,Парфюмерный набор giordani gold man,Наборы,,False
117281,Парфюмерный набор signature,Наборы,,False
117285,Набор для ногтей the one,Наборы,,False
117577,"Набор "" Эластичность+ """,Наборы,,False
117578,"Набор "" Активный кислород """,Наборы,,False
117579,Набор tenderly,Наборы,,False
117580,"Набор "" Бриллианты и жемчуг """,Наборы,,False
117790,Набор для бритья «шелковая нежность»,Наборы,,False
117791,Набор «защита и осветление»,Наборы,,False
117792,Набор для жирной кожи «активный кислород»,Наборы,,False
117973,Набор amber elixir,Наборы,,False
117974,"Набор "" Шёлковая нежность """,Наборы,,False
118057,Монопод для селфи,Аксессуары,high,True
118319,"Набор для детей "" Оптифреш """,Наборы,,False
118320,Набор для душа «шведский spa салон»,Наборы,,False
118321,Парфюмерный набор s8 night,Наборы,,False
118322,Набор volare,Наборы,,False
118323,"Набор "" Норд сенситив """,Наборы,,False
118501,"Набор "" Золотая мечта "" (32079, 32679, 31606)",Наборы,,False
118502,"Набор "" Киви """,Наборы,,False
118503,"Набор "" Абрикос и рисовое молочко """,Наборы,,False
118504,"Набор "" Ромашка """,Наборы,,False
118505,"Набор "" Шиповник """,Наборы,,False
118506,"Набор "" Малина """,Наборы,,False
118507,"Набор "" Уход за ногтями """,Наборы,,False
118509,"Набор "" Активное отбеливание """,Наборы,,False
118510,Набор miss giordani,Наборы,,False
118511,"Набор "" Норд """,Наборы,,False
119004,"Набор "" Зелёный чай и бергамот """,Наборы,,False
119092,Набор glacier,Наборы,,False
119093,Набор для волос и тела «норд ориджинал»,Наборы,,False
119094,Набор «норд ориджинал»,Наборы,,False
119095,Набор «шведский спа-салон»,Наборы,,False
119152,Парфюмерный набор love potion,Наборы,,False
119153,Парфюмерный набор divine,Наборы,,False
119154,Парфюмерный набор eclat femme,Наборы,,False
119155,Парфюмерный набор eclat homme,Наборы,,False
119157,"Парфюмерный набор "" Звёздные войны """,Наборы,,False
119158,"Парфюмерный набор "" В поисках дори """,Наборы,,False
119159,"Набор "" Японские церемонии """,Наборы,,False
119160,"Набор "" Японская философия """,Наборы,,False
119161,"Набор "" Кубинские ритмы """,Наборы,,False
119162,"Набор "" Зимние грёзы """,Наборы,,False
119163,Набор для тела si magnifique!,Наборы,,False
119553,"Набор essense & co. "" Нероли и жасмин "" (жидкое мыло для рук, лосьон для рук и тела, мыло)",Наборы,,False
119554,"Набор для ухода за телом "" Молоко и мёд - золотая серия """,Наборы,,False
119555,"Набор для ухода за волосами "" Молоко и мёд - золотая серия """,Наборы,,False
119556,Набор для ухода за кожей рук и ногтями,Наборы,,False
119557,Набор the one,Наборы,,False
119558,"Набор "" Знойная танзания """,Наборы,,False
119559,"Набор "" Пляжи майами """,Наборы,,False
119560,"Набор для детей "" Оптифреш """,Наборы,,False
119561,Набор для ухода за кожей ног,Наборы,,False
119562,"Набор "" Эксперт-питание """,Наборы,,False
119564,"Набор "" Чайное дерево """,Наборы,,False
119565,"Набор "" Шиповник """,Наборы,,False
119566,"Набор "" В поисках дори """,Наборы,,False
119567,"Набор "" Звёздные войны """,Наборы,,False
119568,"Набор "" Абрикос и рисовое молочко """,Наборы,,False
119569,"Набор "" Пряный цитрус """,Наборы,,False
119570,"Набор "" Эксперт-здоровое сияние """,Наборы,,False
119571,"Набор "" Эксперт-максимальный объём """,Наборы,,False
119659,Набор «мечта шопоголика»,Наборы,,False
120259,"Набор "" Пралине """,Наборы,,False
120260,"Набор "" Японские церемонии """,Наборы,,False
120261,Набор s8 night,Наборы,,False
120262,Набор glacier,Наборы,,False
120263,Набор «норд анлимитед»,Наборы,,False
120524,"Набор "" Цветочный """,Наборы,,False
120525,"Набор для сухих и повреждённых волос "" Эксперт - восстановление """,Наборы,,False
120526,"Набор для тонких волос "" Эксперт - максимальный объём """,Наборы,,False
120527,"Набор для детей "" Оптифреш """,Наборы,,False
120528,Набор для ног feet up comfort,Наборы,,False
120529,"Набор для рук "" Нежность """,Наборы,,False
121315,Набор «кружево»,Наборы,,False
121316,Набор «звездные войны»,Наборы,,False
121317,Набор «в поисках дори»,Наборы,,False
121397,"Набор "" Весенняя мечта """,Наборы,,False
121581,Набор northern beauty,Наборы,,False
121605,"Набор "" Пралине """,Наборы,,False
121687,"Набор "" Клубника и лайм """,Наборы,,False
121688,"Набор "" Авокадо """,Наборы,,False
121887,"Набор "" Летняя свежесть """,Наборы,,False
12190,Туалетная вода signature,Парфюмерия,,False
121907,"Набор "" Тачки 3 """,Наборы,,False
121908,"Набор "" Моана """,Наборы,,False
121961,Декоративные наклейки,Товары для дома и подарки,,False
121962,Подарочный пакет,Товары для дома и подарки,,False
122131,"Набор "" Тачки 3 """,Наборы,,False
122132,"Набор "" Моана """,Наборы,,False
122134,Набор volare,Наборы,,False
122257,Набор «оптифреш»,Наборы,,False
122269,Набор loving care,Наборы,,False
122369,"Набор "" Золотое сияние """,Наборы,,False
122682,Колготки innamore fleur 40 ден размер 3,Одежда и текстиль,,False
122683,Колготки innamore fleur 40 ден размер 4,Одежда и текстиль,,False
122714,"Набор essense & co. "" Магнолия и инжир """,Наборы,,False
122715,"Набор "" Тачки 3 """,Наборы,,False
122716,"Набор "" Моана """,Наборы,,False
122717,"Набор для бритья "" Норд ориджинал """,Наборы,,False
122718,"Набор для тела "" Норд энергетик """,Наборы,,False
122719,"Набор "" Чайное дерево """,Наборы,,False
122720,"Набор "" Алоэ вера """,Наборы,,False
122721,"Набор "" Авокадо """,Наборы,,False
122722,"Набор "" Малина и мята """,Наборы,,False
122723,"Набор "" Пляжи майами """,Наборы,,False
122724,"Набор "" Кубинские ритмы """,Наборы,,False
122725,"Набор "" Зимние грёзы """,Наборы,,False
122726,"Набор "" Пряный цитрус """,Наборы,,False
122732,"Набор "" Рождественский пирог """,Наборы,,False
122733,Парфюмерный набор possess,Наборы,,False
122734,Парфюмерный набор divine,Наборы,,False
122735,Парфюмерный набор giordani gold essenza,Наборы,,False
122736,Набор для укладки волос «эксперт-стайлинг»,Наборы,,False
122737,Набор для жирных волос «эксперт-баланс»,Наборы,,False
122738,Набор для тонких волос «эксперт – максимальный объем»,Наборы,,False
122739,"Набор "" Свежесть исландии """,Наборы,,False
122740,"Набор "" Японские традиции """,Наборы,,False
122741,"Набор "" Тосканский закат """,Наборы,,False
122742,"Набор для тела "" Норд ориджинал """,Наборы,,False
122743,"Набор для бритья "" Норд сенситив """,Наборы,,False
122744,Набор для лица «норд антиэйдж»,Наборы,,False
122745,Набор northern glow,Наборы,,False
122746,"Набор "" Моана """,Наборы,,False
122747,"Набор "" Тачки 3 """,Наборы,,False
122988,"Чулки Innamore Flirt 40 ден, размер S-M",Одежда и текстиль,high,True
122989,"Чулки Innamore Flirt 40 ден, размер M-L",Одежда и текстиль,high,True
123253,"Набор "" Макарун """,Наборы,,False
123256,"Набор "" Свежесть исландии """,Наборы,,False
123257,"Набор "" Японские церемонии """,Наборы,,False
123258,Мужской набор с шариковым дезодорантом,Наборы,,False
123259,Набор s8,Наборы,,False
123262,Мужской набор со спреем-дезодорантом-антиперспирантом,Наборы,,False
123263,Набор giordani gold notte,Наборы,,False
123264,"Набор "" Норд экстрим """,Наборы,,False
123671,"Набор "" Японские церемонии """,Наборы,,False
123672,"Набор "" Тосканский закат """,Наборы,,False
123673,"Набор "" Пляжи майами """,Наборы,,False
123674,"Набор "" Весенний микс """,Наборы,,False
124084,"Набор "" Чистая мечта """,Наборы,,False
124085,"Набор "" Пряный цитрус """,Наборы,,False
124086,"Набор "" Миндаль """,Наборы,,False
124087,"Набор "" Elvie summer joy """,Наборы,,False
124088,"Набор "" Молоко и мёд """,Наборы,,False
124089,Набор leader,Наборы,,False
124229,"Набор "" Лиловая мечта """,Наборы,,False
124230,"Набор "" Суперсемейка 2 """,Наборы,,False
124313,Набор «молоко и мед – золотая серия»,Наборы,,False
124470,"Набор "" Миндаль "" . мини-версия",Наборы,,False
127178,"Набор "" Приятные мечты """,Наборы,,False
127179,"Набор "" Суперсемейка 2 """,Наборы,,False
127180,"Набор "" Микк маус """,Наборы,,False
127181,"Набор "" Японские церемонии """,Наборы,,False
127182,"Набор "" Озёра новой зеландии """,Наборы,,False
1276,Специальный смягчающий крем,Уход за лицом,,False
12760,Специальное смягчающее средство,Уход за лицом,,False
128272,"Набор "" Золотые мечты """,Наборы,,False
128273,"Набор "" Счастливый момент """,Наборы,,False
128450,"Набор "" Каталог 01 2023 + пробники """,Наборы,,False
128813,"Набор "" Дачный """,Наборы,,False
128814,"Набор детский "" Оптифреш """,Наборы,,False
128815,"Набор "" Оптифреш """,Наборы,,False
13047,Дезодорант-антиперсперант 24-часового действия divine,Дезодоранты,,False
13063,Дезодорант-антиперсперант 24-часового действия elvie,Дезодоранты,,False
133453,Набор divine royal,Наборы,,False
133489,"Набор "" Интенсивная защита """,Наборы,,False
133490,"Набор "" Экстремальная свежесть """,Наборы,,False
133491,"Набор "" Детский """,Наборы,,False
133663,"Набор "" Каштан """,Наборы,,False
136046,"Набор novage "" Пилинг + защита """,Наборы,,False
136279,"Набор для бритья "" Норд сенситив """,Наборы,,False
136280,"Набор "" Чистая кожа без блеска """,Наборы,,False
136285,"Набор "" Глубокое очищение """,Наборы,,False
136292,"Набор "" Черничный десерт """,Наборы,,False
136300,Набор «шведский spa-салон»,Наборы,,False
136301,"Набор "" Мечта в руках """,Наборы,,False
136312,Набор festive wonderland,Наборы,,False
136313,"Набор "" Огни парижа """,Наборы,,False
136314,"Набор "" Здоровые зубы """,Наборы,,False
136321,"Набор "" Великолепные волосы """,Наборы,,False
136326,"Набор для него "" Новая зеландия """,Наборы,,False
136328,"Набор для него "" Коста-рика """,Наборы,,False
136329,"Набор для неё "" Калифорния """,Наборы,,False
136330,"Набор для неё "" Голливуд """,Наборы,,False
136474,Набор women´s collection,Наборы,,False
13659,Клеточный крем молодости diamond cellular,Уход за лицом,,False
137892,"Набор "" Персиковый поцелуй "" . цена 499 руб. при покупке одного любого продукта из этого каталога",Наборы,,False
137893,"Набор "" Голливудский соблазн "" . цена 499 руб. при покупке одного любого продукта из этого каталога",Наборы,,False
138195,Набор для бритья north for men sensitive,Наборы,,False
138196,"Набор "" Зелёный чай и личи """,Наборы,,False
138197,"Набор "" Гранат и овёс """,Наборы,,False
138198,"Набор "" Пшеница и кокос """,Наборы,,False
138434,Набор eclat homme,Наборы,,False
138435,Набор eclat femme,Наборы,,False
13850,Туалетная вода enigma,Парфюмерия,,False
13861,Муж. дезодорант-антиперспирант 24-часового действия glacier,Дезодоранты,,False
138838,Набор divine (41545 + 41542),Наборы,,False
138877,Набор giordani gold,Наборы,,False
138878,Набор eclat,Наборы,,False
138879,Набор против выпадения волос hairx,Наборы,,False
138880,Набор для сухих и поврежденных волос hairx,Наборы,,False
138881,Набор для сухих и повреждённых волос hairx,Наборы,,False
138885,Набор possess,Наборы,,False
138886,Набор для защиты волос hairx,Наборы,,False
139085,"Набор "" Вместе выгоднее """,Наборы,,False
139158,"Набор "" Баланс """,Наборы,,False
139159,"Набор "" Свежесть """,Наборы,,False
139160,Набор для волос beautanicals,Наборы,,False
139162,Набор для защиты кожи optimals,Наборы,,False
139164,Набор для увлажнения и сияния кожи optimals hydra radiance,Наборы,,False
139166,"Набор "" Очищение и обновление "" Pure skin",Наборы,,False
139167,"Набор "" Очищение и детокс "" Pure skin",Наборы,,False
139169,"Набор "" Ночное преображение """,Наборы,,False
139170,Набор be happy,Наборы,,False
139171,Набор mister giordani,Наборы,,False
139172,Набор miss giordani,Наборы,,False
139173,"Набор "" Мамины мечты """,Наборы,,False
139174,Универсальный крем для лица и тела cranberry bliss,Уход за лицом,,False
139239,"Набор "" Интенсивная свежесть """,Наборы,,False
139384,"Набор "" 5 дней красоты """,Наборы,,False
139488,Набор giordani gold,Наборы,,False
139676,"Набор "" Экспертный уход """,Наборы,,False
13984,Ароматизированный тальк для тела lucia,Уход за телом,,False
140368,"Набор "" Утренняя звезда """,Наборы,,False
140369,Набор wake up,Наборы,,False
140370,"Набор discover "" Джунгли коста-рики """,Наборы,,False
140371,"Набор discover "" Голливудская мечта """,Наборы,,False
140372,"Набор discover "" Пляжи калифорнии """,Наборы,,False
140373,Парфюмерный набор eclat femme,Наборы,,False
140374,"Набор "" Нежная роза """,Наборы,,False
140375,"Набор "" Мятная бирюза """,Наборы,,False
140376,"Набор "" Свежий драйв """,Наборы,,False
140379,"Набор "" Эффектный взгляд """,Наборы,,False
140383,"Набор "" Двойной эффект """,Наборы,,False
140386,Набор для бритья north for men subzero,Наборы,,False
140388,Набор для тела north for men,Наборы,,False
140389,Парфюмерный набор be the legend,Наборы,,False
140390,Набор giordani gold,Наборы,,False
140392,Набор антивозрастных средств optimals age revive,Наборы,,False
140393,Набор средств против пигментации optimals even out,Наборы,,False
140394,"Набор "" Гранат и овёс """,Наборы,,False
140395,"Набор "" Пшеница и кокос """,Наборы,,False
140396,"Набор "" Авокадо """,Наборы,,False
140397,"Набор "" Интенсивный уход """,Наборы,,False
140398,Набор loved up,Наборы,,False
140399,Набор с лимоном и вербеной essense & co.,Наборы,,False
141568,Подарочный набор giordani gold original,Наборы,,False
141744,"Набор "" Свежая энергия """,Наборы,,False
141866,Подарочный набор milk & honey gold,Наборы,,False
14652,Пена для бритья для чувствительной кожи «норд»,Уход за телом,,False
14654,Увлажняющий бальзам после бритья «норд»,Уход за телом,,False
147151,Подарочный набор nordic waters,Наборы,,False
148230,Набор карточка + ночная маска для интенсивного восстановления кожи novage+,Наборы,,False
150547,Набор для тела love nature,Наборы,,False
150548,Набор для волос love nature,Наборы,,False
150549,Набор amber eixir,Наборы,,False
150551,Набор eclat femme,Наборы,,False
150647,Парфюмерная вода giordani gold man + шариковый дезодорант-антиперспирант giordani gold man за 2199 руб.,Парфюмерия,,False
150838,Ночная маска для интенсивного восстановления кожи novage+. праздничный выпуск,Уход за лицом,,False
150839,Восстанавливающие капсулы для лица с концентратом масел novage+. праздничный выпуск,Уход за лицом,,False
151028,Набор giordani gold woman,Наборы,,False
151029,Набор glacier,Наборы,,False
151215,Набор средств для рук и тела с грушей и бобами тонка essense&co.,Наборы,,False
151518,Карандаш-подводка для глаз + тушь для ресниц за 539 руб.,Макияж,,False
15183,Мужская туалетная вода s8 night,Парфюмерия,,False
152468,Туалетная вода + шампунь для волос и тела за 1499 руб.,Парфюмерия,,False
15397,Комплекс «омега-3»,Wellness и питание,,False
15447,Сухая смесь для коктейля «нэчурал баланс – клубника»,Wellness и питание,,False
15448,Сухая смесь для коктейля «нэчурал баланс – ваниль»,Wellness и питание,,False
15537,"Шампунь против перхоти для мужчин "" Норд """,Уход за волосами,,False
15548,"Мужской шариковый дезодорант-антиперспирант "" Норд """,Дезодоранты,,False
16675,Носки для интенсивного ухода за кожей ног,Одежда и текстиль,,False
16686,Мужской бальзам для век «норд»,Макияж,,False
16687,Мужской крем против старения кожи «норд»,Уход за лицом,,False
17075,Губка для душа,Уход за телом,,False
17305,Концентрированный защитный крем для рук «интенсив-уход»,Уход за руками и ногами,,False
17328,Мужская туалетная вода giordani man,Парфюмерия,,False
17358,Пена для бритья для нормальной кожи «норд»,Уход за телом,,False
17540,Туалетная вода excite by dima bilan,Парфюмерия,,False
17964,Ватные диски,Аксессуары,,False
18174,Мужской восстанавливающий гель для душа «норд»,Уход за телом,,False
18437,Ночной восстанавливающий клеточный крем diamond cellular,Уход за лицом,,False
18481,Тонизирующий гель для душа «шведский spa салон»,Уход за телом,,False
18483,"Имбирный скраб для тела "" Шведский spa салон """,Уход за телом,,False
18484,Ночной крем для рук «шведский spa салон»,Уход за руками и ногами,,False
18765,Питательное масло 3-в-1 для тела и волос «шведский spa салон»,Уход за волосами,,False
18819,Щётка для тела,Уход за телом,,False
18909,Туалетная вода infinite rush,Парфюмерия,,False
18911,Гель для душа infinite rush,Уход за телом,,False
18950,Парфюмированный крем для тела amber elixir,Парфюмерия,,False
18957,Парфюмерная вода precious moments,Парфюмерия,,False
19639,Туалетная вода flamboyant,Парфюмерия,,False
19640,Мужской дезодорант-антиперспирант 24-часового действия flamboyant,Дезодоранты,,False
19854,Туалетная вода glacier ice,Парфюмерия,,False
20164,"Гель для умывания "" Код чистоты """,Уход за лицом,,False
20166,"Лосьон-тоник, предотвращающий появление чёрных точек "" Код чистоты актив """,Уход за лицом,,False
20167,"Матирующий крем "" Код чистоты """,Уход за лицом,,False
20194,"Гель-скраб для умывания "" Код чистоты актив """,Уход за лицом,,False
20357,Антивозрастной крем для рук,Уход за руками и ногами,,False
20371,"Выравнивающий скраб дл лица "" Шведский spa салон """,Уход за телом,,False
20372,"Очищающая маска для лица "" Шведский spa салон """,Уход за лицом,,False
20373,"Восстанавливающая сыворотка для лица "" Шведский spa салон """,Уход за лицом,,False
20376,Муж. дезодорант-антиперспирант 24-часового действия glacier ice,Дезодоранты,,False
20386,"Тон. основа "" Йогуртовый микс "" - молочный",Макияж,,False
20387,Ванильный,Макияж,medium,True
20388,Медовый,Макияж,medium,True
20389,Шоколадный,Макияж,medium,True
20396,"Бальзам для губ "" Нежный поцелуй """,Макияж,,False
20418,Коннектор clickit,Аксессуары,,False
20435,Объёмная тушь для ресниц clickit - чёрный,Макияж,,False
20437,Жидкая подводка для глаз clickit - чёрный,Макияж,,False
20440,Синий,Макияж,medium,True
20523,Блеск для губ clickit - коралловый,Макияж,,False
20529,"Увлажняющий тон. гель для лица "" Свежий персик "" - нежно-розовый",Уход за лицом,,False
20530,Золотисто-бежевый,Макияж,medium,True
20531,"Матирующая компакт. пудра "" Лучшая подруга "" - фарфоровая куколка",Макияж,,False
20532,Загорелая красотка,Макияж,medium,True
20533,"Тушь для ресниц "" Ультраобъём """,Макияж,,False
20548,Смягчающий крем для ног,Уход за руками и ногами,,False
20549,Освежающий дезодорант-спрей для ног,Дезодоранты,,False
20552,Дезодорирующий тальк для ног,Уход за руками и ногами,,False
20553,Скраб для ног,Уход за руками и ногами,,False
20554,Ночной увлажняющий крем для ног,Уход за руками и ногами,,False
20574,Повязка на голову,Аксессуары,,False
20575,Кисточка для нанесения масок,Аксессуары,,False
20620,"Сужающий поры лосьон-тоник "" Код чистоты """,Уход за лицом,,False
20779,"Лак для ногтей "" 100% цвета "" - розовый иней",Макияж,,False
20781,Серебристый беж,Макияж,medium,True
20782,Кремовая роза,Уход за лицом,,False
20783,Яркая фуксия,Макияж,medium,True
20788,Коралловый рассвет,Макияж,medium,True
21141,"Губная помада "" 100% цвета "" - серебристый розовый",Макияж,,False
21142,Прозрачный беж,Макияж,medium,True
21143,Цветущая сакура,Макияж,medium,True
21144,Нежный перламутр,Макияж,medium,True
21145,Изящная фуксия,Макияж,medium,True
21149,Винтажная роза,Макияж,medium,True
21150,Клюквенный шербет,Макияж,medium,True
21152,Летняя вишня,Макияж,medium,True
21153,Ослепительный красный,Макияж,medium,True
21155,Ореховое пралине,Макияж,medium,True
21156,Крем-карамель,Уход за лицом,,False
21278,"Стик-корректор "" Палочка-выручалочка "" - светлый",Макияж,,False
21279,Средний,Макияж,low,True
21339,Мицеллярный очищающий лосьон diamond cellular,Уход за лицом,,False
21441,Освежающий дезодорант-спрей для ног. большой объём,Дезодоранты,,False
21551,Подтягивающий дневной крем royal velvet (пробник),Уход за лицом,,False
21552,Подтягивающий дневной крем royal velvet (пробник),Уход за лицом,,False
21553,Подтягивающий дневной крем royal velvet (пробник),Уход за лицом,,False
21559,Туалетная вода architect,Парфюмерия,,False
21569,Туалетная вода glacier ice by evgeni plushenko,Парфюмерия,,False
21671,Туалетная вода muse,Парфюмерия,,False
21707,Туалетная вода voyager,Парфюмерия,,False
21854,"Шампунь и кондиционер 2-в-1 "" Жожоба и манго "" . большой объём",Уход за волосами,,False
21860,"Шампунь для сухих и повреждённых волос "" Пшеница и кокос """,Уход за волосами,,False
21862,"Кондиционер для сухих и повреждённых волос "" Пшеница и кокос """,Уход за волосами,,False
21876,"Освежающий гель для душа "" Шведский spa салон """,Уход за телом,,False
21878,Мини-крем для рук,Уход за руками и ногами,,False
21889,"Интенсивно смягчающий крем для загрубевшей кожи ступней "" Актив-уход """,Уход за лицом,,False
21905,"Стимулирующий мусс для снятия тяжести в ногах "" Актив-уход """,Уход за лицом,,False
22138,Сухая смесь для коктейля «нэчурал баланс – шоколад»,Wellness и питание,,False
22418,"Скраб и очищающая маска для кожи лица "" Код чистоты """,Уход за телом,,False
22419,Клеточный крем молодости для кожи вокруг глаз diamond cellular,Уход за лицом,,False
22421,"Очищающее молочко "" Королевский бархат """,Уход за лицом,,False
22423,"Смягчающий гель-тоник "" Королевский бархат """,Уход за лицом,,False
22424,"Подтягивающий дневной крем "" Королевский бархат """,Уход за лицом,,False
22434,Туалетная вода ice,Парфюмерия,,False
22435,Туалетная вода fire,Парфюмерия,,False
22436,Туалетная вода air,Парфюмерия,,False
22442,Женская парфюмерная вода love potion,Парфюмерия,,False
22443,Парфюмированная вода love potion,Парфюмерия,,False
22467,«омега-3» для детей,Wellness и питание,,False
22497,"Блеск для губ "" Хамелеон """,Макияж,,False
22589,"Тени для век "" 100% цвета "" - нежный жемчужный",Макияж,,False
22590,Волнующий розовый,Макияж,medium,True
22591,Серебристый бежевый,Макияж,medium,True
22592,Стальной серый,Макияж,medium,True
22595,Тени для век Pure Colour Mono - Колдовской зелёный,Макияж,high,True
22596,Тени для век Pure Colour Mono - Магический чёрный,Макияж,high,True
22667,"Отшелушивающий гель для душа "" Малина и мята """,Уход за телом,,False
22668,"Мыло "" Малина и мята """,Уход за телом,,False
22669,"Шарик. дезодорант-антиперспирант 24-часового действия "" Малина и мята """,Дезодоранты,,False
22670,"Отшелушивающий гель для душа "" Малина и мята "" . большой объём",Уход за телом,,False
22683,"Антицеллюлитный крем "" Шведский spa салон """,Уход за телом,,False
22689,"Интенсивно увлажняющая маска для ступней "" Актив-уход """,Уход за руками и ногами,,False
22694,"Шампунь против перхоти "" Репейник и грейпфрут """,Уход за волосами,,False
22695,"Кондиционер для волос против перхоти "" Репейник и грейпфрут """,Уход за волосами,,False
22698,"Маска для сухих и повреждённых волос "" Пшеница и кокос """,Уход за волосами,,False
22699,"Шампунь для сухих и повреждённых волос "" Пшеница и кокос "" . большой объём",Уход за волосами,,False
22701,"Шампунь для жирных волос "" Крапива и лимон """,Уход за волосами,,False
22702,"Кондиционер для жирных волос "" Крапива и лимон """,Уход за волосами,,False
22744,"Губная помада "" Золотой соблазн "" Gg - изысканный бежевый",Макияж,,False
22746,Губная помада Giordani Gold «Золотой соблазн» - Романтичный розовый,Макияж,high,True
22748,Губная помада Giordani Gold «Золотой соблазн» - Очаровательный пионовый,Макияж,high,True
22749,Губная помада Giordani Gold «Золотой соблазн» - Манящий малиновый,Макияж,high,True
22752,Губная помада Giordani Gold «Золотой соблазн» - Завораживающий терракотовый,Макияж,high,True
22791,Вэлнэс пэк для женщин,Wellness и питание,,False
22793,Вэлнэс пэк для мужчин,Wellness и питание,,False
22794,"Комплекс "" Мультивитамины и минералы "" Для женщин",Wellness и питание,,False
22795,"Комплекс "" Мультивитамины и минералы "" Для мужчин",Wellness и питание,,False
22814,"Подтягивающий ночной крем "" Королевский бархат """,Уход за лицом,,False
22815,"Подтягивающий крем для век "" Королевский бархат """,Макияж,,False
22860,Средство для снятия макияжа,Макияж,,False
22879,"Специальное смягчающее средство "" Нежная забота "" С ароматом вишни",Парфюмерия,,False
22902,"Цветная объёмная тушь для ресниц "" Калейдоскоп "" - васильковый",Макияж,,False
22903,Зелёный,Макияж,low,True
22932,"Гель для бритья "" Шёлковая орхидея """,Уход за телом,,False
23173,Мужской дезодорант-антиперспирант 24-часового действия voyager,Дезодоранты,,False
23177,Дезодорант-антиперспирант 24-часового действия muse,Дезодоранты,,False
23223,Туалетная вода lucia,Парфюмерия,,False
23255,Кисть для румян,Аксессуары,,False
23265,Спонжи для макияжа,Аксессуары,,False
23267,Аппликаторы для теней,Аксессуары,,False
23268,Точилка для карандашей,Аксессуары,,False
23272,"Мыло для чувствительной кожи "" Нежная ромашка """,Уход за телом,,False
23276,"Крем от натоптышей "" Актив-уход """,Уход за руками и ногами,,False
23277,"Скраб для ног глубокого действия 2-в-1 "" Актив-уход """,Уход за руками и ногами,,False
23281,Крем-антиперспирант для ног. большой объём,Дезодоранты,,False
23294,Солнцезащитный лосьон sun zone со средней степенью защиты spf 15,Уход за телом,,False
23296,Солнцезащитный лосьон sun zone с высокой степенью защиты spf 30,Уход за телом,,False
23377,Спрей-автозагар для тела sun zone,Уход за телом,,False
23378,Солнцезащитный крем для лица sun zone с высокой степенью защиты spf 50,Уход за лицом,,False
23399,"Ультрамягкий мусс для интимной гигиены "" Феминэль - особый уход """,Гигиена и полость рта,,False
23404,Разглаживающий дневной крем с питательными маслами ecobeauty,Уход за лицом,,False
23406,Разглаживающий ночной крем с питательными маслами ecobeauty,Уход за лицом,,False
